Reporting Region,City,State,Zip,Country,FullAddress,lat,lng
EMEA,TELDE,LAS PALMAS DE GRAN CANARIA,35219,Spain,Telde Las palmas de gran canaria 35219 Spain,27.9541366,-15.4009508
EMEA,Coslada,Madrid,28820,SPAIN,Coslada Madrid 28820 Spain,40.4208571,-3.5417175
EMEA,Gothenburg,...,41101,SWEDEN,Gothenburg  41101 Sweden,57.7080805,11.9871363
EMEA,Stockholm,,S-163 08,SWEDEN,Stockholm  S-163 08 Sweden,59.1828226,17.6336069
EMEA,Embrach Embraport,.,8423,SWITZERLAND,Embrach Embraport  8423 Switzerland,47.5176579,8.592231
EMEA,Istanbul,TURKEY,34555,TURKEY,Istanbul Turkey 34555 Turkey,41.1267362,28.6279356
EMEA,"Al-Quoz, Dubai",Dubai,.,UNITED ARAB EMIRATES,"Al-Quoz, Dubai Dubai  United arab emirates",25.1514047,55.250782
EMEA,Belfast,Antrim,BT36 7LS,UNITED KINGDOM,Belfast Antrim BT36 7LS United kingdom,54.6940043,-5.9555919
EMEA,Birmingham,.,B90 4NZ,UNITED KINGDOM,Birmingham  B90 4NZ United kingdom,52.3951129,-1.8308304
EMEA,Bristol,.,BS5 7 DR,UNITED KINGDOM,Bristol  BS5 7 DR United kingdom,51.4588136,-2.5324774
EMEA,Coventry,United Kingdom,CV6 5RY,UNITED KINGDOM,Coventry United Kingdom CV6 5RY United kingdom,52.4191594,-1.4896285
EMEA,Cardiff,United Kingdom,CF3 2PU,UNITED KINGDOM,Cardiff United Kingdom CF3 2PU United kingdom,51.5038241,-3.1133391
EMEA,Livingston,West lothian,EH54 5QS,UNITED KINGDOM,Livingston West lothian EH54 5QS United kingdom,55.915002,-3.5090833
EMEA,Glasgow,United Kingdom,ML5 4NS,UNITED KINGDOM,Glasgow United Kingdom ML5 4NS United kingdom,55.8588731,-4.0297036
EMEA,Leeds,United Kingdom,LS9 0SF,UNITED KINGDOM,Leeds United Kingdom LS9 0SF United kingdom,53.7846906,-1.5123401
EMEA,Doncaster,United Kingdom,DN6 7BH,UNITED KINGDOM,Doncaster United Kingdom DN6 7BH United kingdom,53.5758948,-1.16967
EMEA,Bedfont,MIDDLESEX,TW14 8RS,UNITED KINGDOM,Bedfont Middlesex TW14 8RS United kingdom,51.4582191,-0.4328627
EMEA,Colnbrook,United Kingdom,SL3 ONJ,UNITED KINGDOM,Colnbrook United Kingdom SL3 ONJ United kingdom,51.4815265,-0.5089897
EMEA,London,.United Kingdom,EC2A 3NN,UNITED KINGDOM,London United Kingdom EC2A 3NN United kingdom,51.5230415,-0.0796712
EMEA,Hatfield,United Kingdom,AL10 8BJ,UNITED KINGDOM,Hatfield United Kingdom AL10 8BJ United kingdom,51.7622982,-0.2169695
EMEA,Milton Keynes,United Kingdom,MK14 6GD,UNITED KINGDOM,Milton Keynes United Kingdom MK14 6GD United kingdom,52.0597745,-0.7636319
EMEA,MANCHESTER,WYTHENSHAWE,M23 9 PH,UNITED KINGDOM,Manchester Wythenshawe M23 9 PH United kingdom,53.479251,-2.247926
EMEA,Warrington,United Kingdom,WA3 6SZ,UNITED KINGDOM,Warrington United Kingdom WA3 6SZ United kingdom,53.4307931,-2.5190589
EMEA,WASHINGTON,TYNE AND WEAR,NE38 0AD,UNITED KINGDOM,Washington Tyne and wear NE38 0AD United kingdom,54.9028928,-1.5572063
EMEA,Southampton,United Kingdom,SO17 3SD,UNITED KINGDOM,Southampton United Kingdom SO17 3SD United kingdom,50.9325706,-1.3836811
LATAM,San Martin,Buenos Aires,1672,ARGENTINA,San Martin Buenos Aires 1672 Argentina,-34.6060131,-58.4526986
LATAM,Devonshire,.,DV01,BERMUDA,Devonshire  DV01 Bermuda,32.3016272,-64.7706984
LATAM,Santa Cruz,*,*,BOLIVIA,Santa Cruz   Bolivia,-17.8666667,-63
LATAM,Brasilia,Distrito Federal,70760-767,BRAZIL,Brasilia Distrito Federal 70760-767 Brazil,-15.74609,-47.8983281
LATAM,BOQUEIRAO,Parana,83010-290,BRAZIL,Boqueirao Parana 83010-290 Brazil,-25.5351174,-49.1828385
LATAM,SAO PAULO,Sao Paulo,05035-000,BRAZIL,Sao paulo Sao Paulo 05035-000 Brazil,-23.5107031,-46.704951
LATAM,CANOAS,Rio Grande do Sul,92420-180,BRAZIL,Canoas Rio Grande do Sul 92420-180 Brazil,-29.8870294,-51.1761861
LATAM,ABREU E LIMA,PERNAMBUCO,53520-785,BRAZIL,Abreu e lima Pernambuco 53520-785 Brazil,-7.922339,-34.900346
LATAM,RIO DE JANEIRO,Rio de Janeiro,21041-170,BRAZIL,Rio de janeiro Rio de Janeiro 21041-170 Brazil,-22.8735104,-43.2509416
LATAM,Salvador,Bahia,41300-501,BRAZIL,Salvador Bahia 41300-501 Brazil,-12.8726757,-38.4330645
LATAM,SANTIAGO,REGION METROPOLITANA,.,CHILE,Santiago Region metropolitana  Chile,-33.4691199,-70.641997
LATAM,Bogota,.,.,Colombia,Bogota   Colombia,4.5980556,-74.0758333
LATAM,Bogota,.,.,Colombia,Bogota   Colombia,4.5980556,-74.0758333
LATAM,Medellin,.,.,Colombia,Medellin   Colombia,6.235925,-75.575137
LATAM,San Jose,San Jose,.,COSTA RICA,San Jose San Jose  Costa rica,9.927128,-84.082012
LATAM,Santo Domingo,Distrito Nacional,.,DOMINICAN REPUBLIC,Santo Domingo Distrito Nacional  Dominican republic,18.4960774,-69.9193004
LATAM,Quito,.,.,ECUADOR,Quito   Ecuador,-0.2166667,-78.5166667
LATAM,Acapulco,Guerrero,39715,Mexico,Acapulco Guerrero 39715 Mexico,16.8970065,-99.8208632
LATAM,Aguascalientes,Aguascalientes,20290,Mexico,Aguascalientes Aguascalientes 20290 Mexico,21.8446176,-102.2862694
LATAM,Leon,Guanajuato,37290,Mexico,Leon Guanajuato 37290 Mexico,21.1043674,-101.6285767
LATAM,Cd. Obregon,Sonora,85000,Mexico,Cd Obregon Sonora 85000 Mexico,27.4923307,-109.9347996
LATAM,Cd. Juarez,Chihuahua,32670,Mexico,Cd Juarez Chihuahua 32670 Mexico,31.6781729,-106.4670909
LATAM,Cd. Del Carmen,Campeche,24150,Mexico,Cd Del Carmen Campeche 24150 Mexico,18.6515243,-91.7764003
LATAM,Campeche,Campeche,24070,Mexico,Campeche Campeche 24070 Mexico,19.8283979,-90.5080634
LATAM,Culiacan,Sinaloa,60450,Mexico,Culiacan Sinaloa 60450 Mexico,24.8048499,-107.385498
LATAM,Cancun,Quintana Roo,77500,Mexico,Cancun Quintana Roo 77500 Mexico,21.1295466,-86.8170132
LATAM,Chihuahua,Chihuahua,31136,Mexico,Chihuahua Chihuahua 31136 Mexico,28.7235249,-106.1169299
LATAM,Cuernavaca,Morelos,62579,Mexico,Cuernavaca Morelos 62579 Mexico,18.9340199,-99.2314826
LATAM,Durango,Durango,34220,Mexico,Durango Durango 34220 Mexico,24.0415227,-104.6252621
LATAM,Hermosillo,Sonora,83220,Mexico,Hermosillo Sonora 83220 Mexico,29.0864916,-111.0370989
LATAM,Matamoros,Tamaulipas,87394,Mexico,Matamoros Tamaulipas 87394 Mexico,25.7938038,-97.5193093
LATAM,Ciudad de Mexico,D.F.,2120,Mexico,Ciudad de Mexico Df 2120 Mexico,19.2456429,-99.0790293
LATAM,Merida,Yucatan,97390,Mexico,Merida Yucatan 97390 Mexico,20.8849025,-89.74269
LATAM,Morelia,Michoacan,58000,Mexico,Morelia Michoacan 58000 Mexico,19.7020748,-101.192885
LATAM,Coatzacoalcos,Veracruz,96536,Mexico,Coatzacoalcos Veracruz 96536 Mexico,18.1351167,-94.4928531
LATAM,Monterrey,Nuevo Leon,64350,Mexico,Monterrey Nuevo Leon 64350 Mexico,25.7301705,-100.382075
LATAM,Mexicali,Baja California Norte,21190,Mexico,Mexicali Baja California Norte 21190 Mexico,32.6183516,-115.5236968
LATAM,Mazatlan,Sinaloa,82190,Mexico,Mazatlan Sinaloa 82190 Mexico,23.2435714,-106.3846459
LATAM,Nuevo Laredo,Tamaulipas,88260,Mexico,Nuevo Laredo Tamaulipas 88260 Mexico,27.4669558,-99.5145127
LATAM,Oaxaca,Oaxaca,68030,Mexico,Oaxaca Oaxaca 68030 Mexico,17.0735385,-96.7400326
LATAM,Puebla,Puebla,72100,Mexico,Puebla Puebla 72100 Mexico,19.1258325,-98.2240321
LATAM,Pachuca,Hidalgo,42080,Mexico,Pachuca Hidalgo 42080 Mexico,20.1097807,-98.7618849
LATAM,Queretaro,Queretaro,76154,Mexico,Queretaro Queretaro 76154 Mexico,20.5967972,-100.4041902
LATAM,San Luis Potosi,SLP,78395,Mexico,San Luis Potosi SLP 78395 Mexico,22.0933205,-100.8959568
LATAM,Tampico,Tmaulipas,89339,Mexico,Tampico Tmaulipas 89339 Mexico,22.2552778,-97.8686111
LATAM,Tapachula,Chiapas,30700,Mexico,Tapachula Chiapas 30700 Mexico,14.8793293,-92.2913594
LATAM,Tuxtla Gutierrez,Chiapas,29050,Mexico,Tuxtla Gutierrez Chiapas 29050 Mexico,16.7170779,-93.1629063
LATAM,Tijuana,BC Norte,22500,Mexico,Tijuana BC Norte 22500 Mexico,32.4747851,-116.9324051
LATAM,Tepic,Nayarit,63173,Mexico,Tepic Nayarit 63173 Mexico,21.4824852,-104.8440026
LATAM,Torreon,Coahuila,27010,Mexico,Torreon Coahuila 27010 Mexico,25.5634056,-103.4193903
LATAM,Veracruz,Veracruz,91697,Mexico,Veracruz Veracruz 91697 Mexico,19.1902778,-96.1533333
LATAM,Villahermosa,Tabasco,86010,Mexico,Villahermosa Tabasco 86010 Mexico,18.0307398,-92.9063613
LATAM,Zacatecas,Zacatecas,98600,Mexico,Zacatecas Zacatecas 98600 Mexico,22.7708555,-102.5832426
LATAM,Manzanillo,Colima,28210,Mexico,Manzanillo Colima 28210 Mexico,19.0689992,-104.2991973
LATAM,Zamora,Michoacan,59690,Mexico,Zamora Michoacan 59690 Mexico,19.9712511,-102.2819765
LATAM,Managua,.,.,NICARAGUA,Managua   Nicaragua,12.1363889,-86.2513889
LATAM,Lima,Lima,21,PERU,Lima Lima 21 Peru,-12.0991844,-76.8623909
LATAM,Caracas,Distrito Federal,1060,VENEZUELA,Caracas Distrito Federal 1060 Venezuela,10.491016,-66.902061
USCA,Edmonton,AB,T5H 3E7,CANADA,Edmonton AB T5H 3E7 Canada,53.5483141,-113.5125409
USCA,Dartmouth,NS,B3B 1J1,CANADA,Dartmouth NS B3B 1J1 Canada,44.7058903,-63.6056571
USCA,Kamloops,BC,V2B 8A7,CANADA,Kamloops BC V2B 8A7 Canada,50.7058307,-120.3732596
USCA,Kelowna,BC,V1Y 7G7,CANADA,Kelowna BC V1Y 7G7 Canada,49.8984036,-119.4861413
USCA,Markham,ON,L3R 1J1,CANADA,Markham ON L3R 1J1 Canada,43.820042,-79.3447955
USCA,Windsor,ON,N8X 5E5,CANADA,Windsor ON N8X 5E5 Canada,42.3023692,-83.0245567
USCA,Lethbridge,AB,T1H 5J1,CANADA,Lethbridge AB T1H 5J1 Canada,49.724001,-112.7832668
USCA,Regina,SK,S4N 5X3,CANADA,Regina SK S4N 5X3 Canada,50.473942,-104.5723038
USCA,Thunder Bay,ON,P7B 4A5,CANADA,Thunder Bay ON P7B 4A5 Canada,48.4061865,-89.2467645
USCA,Grand Prairie,AB,T8V 6W1,CANADA,Grand Prairie AB T8V 6W1 Canada,55.1832459,-118.817836
USCA,Timmins,ON,P4N 2S6,CANADA,Timmins ON P4N 2S6 Canada,48.4755265,-81.3364195
USCA,Montreal,QC,H3J 1R5,CANADA,Montreal QC H3J 1R5 Canada,45.4870092,-73.5670075
USCA,Dorval,QC,H9P 1H7,CANADA,Dorval QC H9P 1H7 Canada,45.487099,-73.7744756
USCA,Vancouver,BC,V6A 1C7,CANADA,Vancouver BC V6A 1C7 Canada,49.2838353,-123.0921976
USCA,Richmond,BC,V6X 1X5,CANADA,Richmond BC V6X 1X5 Canada,49.1788776,-123.1426075
USCA,Rimouski,QC,G5L 6C7,CANADA,Rimouski QC G5L 6C7 Canada,48.4383926,-68.5279139
USCA,Calgary,AB,T2G 1J9,CANADA,Calgary AB T2G 1J9 Canada,51.0372151,-114.0301147
USCA,Paradise,NF,A1L 0A7,CANADA,Paradise NF A1L 0A7 Canada,47.5325407,-52.8754291
USCA,Mississauga,ON,L4Y 3Y4,CANADA,Mississauga ON L4Y 3Y4 Canada,43.5965138,-79.5891391
USCA,Toronto,ON,M5A 1P6,CANADA,Toronto ON M5A 1P6 Canada,43.6532726,-79.3674993
